protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,attributes,attribute_p1,attribute_p2
M8lcl_FP565814.1_prot_CBH22934.1_13_[gene=ribA]_[protein=Riboflavin_biosynthesis_protein_ribA]_[protein_id=CBH22934.1]_[location=11375..12622],12,M8lcl_FP565814.1_prot_CBH24182.1_1261_[gene=rpoA]_[protein=DNA_directed_RNA_polymerase_alpha_chain]_[protein_id=CBH24182.1]_[location=1430981..1431967],1260,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,BOTH
M8lcl_FP565814.1_prot_CBH22934.1_13_[gene=ribA]_[protein=Riboflavin_biosynthesis_protein_ribA]_[protein_id=CBH22934.1]_[location=11375..12622],12,"M8lcl_FP565814.1_prot_CBH24184.1_1263_[gene=spoT]_[protein=Guanosine_3',5'_bis(diphosphate)_3'_pyrophosphohydrolase]_[protein_id=CBH24184.1]_[location=1432843..1435083]",1262,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH22934.1_13_[gene=ribA]_[protein=Riboflavin_biosynthesis_protein_ribA]_[protein_id=CBH22934.1]_[location=11375..12622],12,"M8lcl_FP565814.1_prot_CBH24189.1_1268_[gene=ribE]_[protein=6,7_dimethyl_8_ribityllumazine_synthase]_[protein_id=CBH24189.1]_[location=1438443..1439144]",1267,0.6843222487890889,"['DAY', 'NIGHT', 'BOTH']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH22934.1_13_[gene=ribA]_[protein=Riboflavin_biosynthesis_protein_ribA]_[protein_id=CBH22934.1]_[location=11375..12622],12,M8lcl_FP565814.1_prot_CBH24194.1_1273_[gene=ndk]_[protein=Nucleoside_diphosphate_kinase]_[protein_id=CBH24194.1]_[location=1442747..1443175],1272,0.6151876939143655,"['DAY', 'NIGHT', 'BOTH']",NIGHT,BOTH
M8lcl_FP565814.1_prot_CBH22934.1_13_[gene=ribA]_[protein=Riboflavin_biosynthesis_protein_ribA]_[protein_id=CBH22934.1]_[location=11375..12622],12,M8lcl_FP565814.1_prot_CBH24891.1_1970_[gene=rpoC]_[protein=DNA_directed_RNA_polymerase_beta'_chain]_[protein_id=CBH24891.1]_[location=complement(2246364..2250710)],1969,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,BOTH
M8lcl_FP565814.1_prot_CBH22934.1_13_[gene=ribA]_[protein=Riboflavin_biosynthesis_protein_ribA]_[protein_id=CBH22934.1]_[location=11375..12622],12,M8lcl_FP565814.1_prot_CBH24892.1_1971_[gene=rpoB]_[protein=DNA_directed_RNA_polymerase_beta_chain]_[protein_id=CBH24892.1]_[location=complement(2250822..2254829)],1970,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH22934.1_13_[gene=ribA]_[protein=Riboflavin_biosynthesis_protein_ribA]_[protein_id=CBH22934.1]_[location=11375..12622],12,M8lcl_FP565814.1_prot_CBH25449.1_2528_[gene=ribD]_[protein=riboflavin_biosynthesis_protein_RibD]_[protein_id=CBH25449.1]_[location=2944631..2945824],2527,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH22941.1_20_[gene=lolC]_[protein=Lipoprotein_releasing_system_transmembrane_protein_lolC]_[protein_id=CBH22941.1]_[location=19908..21167],19,"M8lcl_FP565814.1_prot_CBH24312.1_1391_[gene=SRM_01391]_[protein=ABC_type_transport_systems,_ATPase_components]_[protein_id=CBH24312.1]_[location=1576744..1577610]",1390,0.5360416245213312,"['DAY', 'NIGHT', 'BOTH']",BOTH,DAY
M8lcl_FP565814.1_prot_CBH22941.1_20_[gene=lolC]_[protein=Lipoprotein_releasing_system_transmembrane_protein_lolC]_[protein_id=CBH22941.1]_[location=19908..21167],19,M8lcl_FP565814.1_prot_CBH24637.1_1716_[gene=SRM_01716]_[protein=Conserved_hypothetical_protein_containing_permease_domain]_[protein_id=CBH24637.1]_[location=complement(1948524..1949930)],1715,0.6493447857079135,"['DAY', 'NIGHT', 'BOTH']",BOTH,BOTH
M8lcl_FP565814.1_prot_CBH22948.1_27_[gene=coaBC]_[protein=Coenzyme_A_biosynthesis_bifunctional_protein_coaBC]_[protein_id=CBH22948.1]_[location=complement(27312..28553)],26,M8lcl_FP565814.1_prot_CBH23532.1_611_[gene=SRM_00611]_[protein=Putative_transcriptional_regulator]_[protein_id=CBH23532.1]_[location=complement(743223..743993)],610,0.6806299581055795,"['DAY', 'NIGHT', 'BOTH']",BOTH,NIGHT
M8lcl_FP565814.1_prot_CBH22948.1_27_[gene=coaBC]_[protein=Coenzyme_A_biosynthesis_bifunctional_protein_coaBC]_[protein_id=CBH22948.1]_[location=complement(27312..28553)],26,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",BOTH,NIGHT
M8lcl_FP565814.1_prot_CBH22948.1_27_[gene=coaBC]_[protein=Coenzyme_A_biosynthesis_bifunctional_protein_coaBC]_[protein_id=CBH22948.1]_[location=complement(27312..28553)],26,M8lcl_FP565814.1_prot_CBH24222.1_1301_[gene=cysK]_[protein=Cystathionine_beta_synthase]_[protein_id=CBH24222.1]_[location=complement(1471561..1473087)],1300,0.5548778943049285,"['DAY', 'NIGHT', 'BOTH']",BOTH,BOTH
M8lcl_FP565814.1_prot_CBH22948.1_27_[gene=coaBC]_[protein=Coenzyme_A_biosynthesis_bifunctional_protein_coaBC]_[protein_id=CBH22948.1]_[location=complement(27312..28553)],26,M8lcl_FP565814.1_prot_CBH24438.1_1518_[gene=aspC]_[protein=aspartate_aminotransferase]_[protein_id=CBH24438.1]_[location=1731667..1732860],1517,0.5634468604645884,"['DAY', 'NIGHT', 'BOTH']",BOTH,DAY
M8lcl_FP565814.1_prot_CBH22948.1_27_[gene=coaBC]_[protein=Coenzyme_A_biosynthesis_bifunctional_protein_coaBC]_[protein_id=CBH22948.1]_[location=complement(27312..28553)],26,M8lcl_FP565814.1_prot_CBH25175.1_2254_[gene=cysK]_[protein=cysteine_synthase_A]_[protein_id=CBH25175.1]_[location=2602793..2603746],2253,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",BOTH,BOTH
M8lcl_FP565814.1_prot_CBH22948.1_27_[gene=coaBC]_[protein=Coenzyme_A_biosynthesis_bifunctional_protein_coaBC]_[protein_id=CBH22948.1]_[location=complement(27312..28553)],26,M8lcl_FP565814.1_prot_CBH25215.1_2294_[gene=coaD]_[protein=Phosphopantetheine_adenylyltransferase]_[protein_id=CBH25215.1]_[location=complement(2650949..2651443)],2293,0.6870716610121733,"['DAY', 'NIGHT', 'BOTH']",BOTH,NIGHT
M8lcl_FP565814.1_prot_CBH22950.1_29_[gene=gmk]_[protein=Guanylate_kinase]_[protein_id=CBH22950.1]_[location=complement(29163..29801)],28,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.6879796326634511,"['DAY', 'NIGHT', 'BOTH']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH22950.1_29_[gene=gmk]_[protein=Guanylate_kinase]_[protein_id=CBH22950.1]_[location=complement(29163..29801)],28,M8lcl_FP565814.1_prot_CBH24906.1_1985_[gene=pnpA]_[protein=polyribonucleotide_nucleotidyltransferase]_[protein_id=CBH24906.1]_[location=complement(2267574..2269811)],1984,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH22950.1_29_[gene=gmk]_[protein=Guanylate_kinase]_[protein_id=CBH22950.1]_[location=complement(29163..29801)],28,M8lcl_FP565814.1_prot_CBH25213.1_2292_[gene=guaA]_[protein=GMP_synthase_[glutamine_hydrolyzing]]_[protein_id=CBH25213.1]_[location=complement(2648716..2650296)],2291,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",DAY,DAY
M8lcl_FP565814.1_prot_CBH22953.1_32_[gene=pyrH]_[protein=Uridylate_kinase]_[protein_id=CBH22953.1]_[location=complement(31596..32375)],31,M8lcl_FP565814.1_prot_CBH23298.1_377_[gene=nrdB]_[protein=ribonucleoside_diphosphate_reductase]_[protein_id=CBH23298.1]_[location=444838..447564],376,0.6441089118047653,"['DAY', 'NIGHT', 'BOTH']",BOTH,BOTH
M8lcl_FP565814.1_prot_CBH22953.1_32_[gene=pyrH]_[protein=Uridylate_kinase]_[protein_id=CBH22953.1]_[location=complement(31596..32375)],31,M8lcl_FP565814.1_prot_CBH24400.1_1479_[gene=upp]_[protein=Uracil_phosphoribosyltransferase]_[protein_id=CBH24400.1]_[location=1688797..1689429],1478,0.5704567470017686,"['DAY', 'NIGHT', 'BOTH']",BOTH,NIGHT
M8lcl_FP565814.1_prot_CBH22953.1_32_[gene=pyrH]_[protein=Uridylate_kinase]_[protein_id=CBH22953.1]_[location=complement(31596..32375)],31,M8lcl_FP565814.1_prot_CBH24866.1_1945_[gene=pyrF]_[protein=orotidine_5_phosphate_decarboxylase]_[protein_id=CBH24866.1]_[location=2222343..2223203],1944,0.5092697585128502,"['DAY', 'NIGHT', 'BOTH']",BOTH,BOTH
M8lcl_FP565814.1_prot_CBH22953.1_32_[gene=pyrH]_[protein=Uridylate_kinase]_[protein_id=CBH22953.1]_[location=complement(31596..32375)],31,M8lcl_FP565814.1_prot_CBH24906.1_1985_[gene=pnpA]_[protein=polyribonucleotide_nucleotidyltransferase]_[protein_id=CBH24906.1]_[location=complement(2267574..2269811)],1984,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",BOTH,NIGHT
M8lcl_FP565814.1_prot_CBH22953.1_32_[gene=pyrH]_[protein=Uridylate_kinase]_[protein_id=CBH22953.1]_[location=complement(31596..32375)],31,M8lcl_FP565814.1_prot_CBH24971.1_2050_[gene=surE]_[protein=5'_nucleotidase_surE]_[protein_id=CBH24971.1]_[location=complement(2353356..2354174)],2049,0.5973929962342269,"['DAY', 'NIGHT', 'BOTH']",BOTH,NIGHT
M8lcl_FP565814.1_prot_CBH22960.1_39_[gene=plsX]_[protein=Fatty_acid/phospholipid_synthesis_protein_plsX]_[protein_id=CBH22960.1]_[location=37121..38137],38,M8lcl_FP565814.1_prot_CBH24577.1_1656_[gene=glpA]_[protein=FAD_dependent_glycerol_3_phosphate_dehydrogenase_subunit]_[protein_id=CBH24577.1]_[location=complement(1887585..1889159)],1655,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",DAY,DAY
M8lcl_FP565814.1_prot_CBH22960.1_39_[gene=plsX]_[protein=Fatty_acid/phospholipid_synthesis_protein_plsX]_[protein_id=CBH22960.1]_[location=37121..38137],38,M8lcl_FP565814.1_prot_CBH24587.1_1666_[gene=gpsA]_[protein=Glycerol_3_phosphate_dehydrogenase_[NAD(P)+]]_[protein_id=CBH24587.1]_[location=1900487..1901512],1665,0.7129550026803834,"['DAY', 'NIGHT', 'BOTH']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH22960.1_39_[gene=plsX]_[protein=Fatty_acid/phospholipid_synthesis_protein_plsX]_[protein_id=CBH22960.1]_[location=37121..38137],38,M8lcl_FP565814.1_prot_CBH24595.1_1674_[gene=gpsA]_[protein=Glycerol_3_phosphate_dehydrogenase]_[protein_id=CBH24595.1]_[location=1909356..1910510],1673,0.6967744326143925,"['DAY', 'NIGHT', 'BOTH']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH22962.1_41_[gene=fabD]_[protein=Malonyl_CoA_acyl_carrier_protein_transacylase]_[protein_id=CBH22962.1]_[location=39188..40210],40,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH22964.1_43_[gene=fabG]_[protein=3_oxoacyl_[acyl_carrier_protein]_reductase]_[protein_id=CBH22964.1]_[location=41301..42050],42,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,BOTH
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,"M8lcl_FP565814.1_prot_CBH23423.1_502_[gene=porB]_[protein=2_oxoacid:ferredoxin_oxidoreductase,_beta_subunit]_[protein_id=CBH23423.1]_[location=611866..613230]",501,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,BOTH
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH23465.1_544_[gene=accA]_[protein=Acetyl_coenzyme_A_carboxylase_carboxyl_transferase_subunit_alpha]_[protein_id=CBH23465.1]_[location=664911..666431],543,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH23833.1_912_[gene=fabG]_[protein=3_oxoacyl_[acyl_carrier_protein]_reductase]_[protein_id=CBH23833.1]_[location=1041034..1041807],911,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,"M8lcl_FP565814.1_prot_CBH24050.1_1129_[gene=accB]_[protein=Acetyl_CoA_carboxylase,_biotin_carboxyl_carrier_protein]_[protein_id=CBH24050.1]_[location=1297627..1298259]",1128,0.6216815517287108,"['DAY', 'NIGHT', 'BOTH']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,"M8lcl_FP565814.1_prot_CBH24052.1_1131_[gene=accC]_[protein=Acetyl_CoA_carboxylase,_biotin_carboxylase]_[protein_id=CBH24052.1]_[location=1298499..1299866]",1130,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,BOTH
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH24062.1_1141_[gene=SRM_01141]_[protein=Short_chain_dehydrogenase/reductase_SDR]_[protein_id=CBH24062.1]_[location=1311104..1311907],1140,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH24254.1_1333_[gene=fabG]_[protein=3_oxoacyl_[acyl_carrier_protein]_reductase]_[protein_id=CBH24254.1]_[location=1510227..1511048],1332,0.5682926692639179,"['DAY', 'NIGHT', 'BOTH']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH24256.1_1335_[gene=accD]_[protein=Acetyl_coenzyme_A_carboxylase_carboxyl_transferase_subunit_beta]_[protein_id=CBH24256.1]_[location=1511904..1512749],1334,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH24323.1_1402_[gene=SRM_01402]_[protein=Dehydrogenases_with_different_specificities_(related_to_short_chain_alcohol_dehydrogenases)]_[protein_id=CBH24323.1]_[location=1591831..1592685],1401,0.5703219614920803,"['DAY', 'NIGHT', 'BOTH']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH25106.1_2185_[gene=pdhC]_[protein=pyruvate_dehydrogenase]_[protein_id=CBH25106.1]_[location=complement(2514868..2516265)],2184,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH25124.1_2203_[gene=SRM_02203]_[protein=dehydrogenase]_[protein_id=CBH25124.1]_[location=2533525..2534397],2202,0.6309778322951701,"['DAY', 'NIGHT', 'BOTH']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH25429.1_2508_[gene=SRM_02508]_[protein=Short_chain_dehydrogenase/reductase_SDR_family_member]_[protein_id=CBH25429.1]_[location=complement(2914904..2915641)],2507,0.5215343880366462,"['DAY', 'NIGHT', 'BOTH']",NIGHT,BOTH
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,"M8lcl_FP565814.1_prot_CBH25490.1_2569_[gene=accA]_[protein=Acetyl_CoA_carboxylase,_alpha_subunit]_[protein_id=CBH25490.1]_[location=complement(2999474..3000481)]",2568,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,BOTH
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH25581.1_2660_[gene=SRM_02660]_[protein=Short_chain_dehydrogenase/reductase_SDR]_[protein_id=CBH25581.1]_[location=complement(3121929..3122861)],2659,0.5376151042294094,"['DAY', 'NIGHT', 'BOTH']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH25870.1_2949_[gene=fabF]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_II]_[protein_id=CBH25870.1]_[location=3458888..3460402],2948,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],39,M8lcl_FP565814.1_prot_CBH25885.1_2964_[gene=fabF]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_II]_[protein_id=CBH25885.1]_[location=complement(3478907..3480166)],2963,0.7495744634507541,"['DAY', 'NIGHT', 'BOTH']",NIGHT,BOTH
M8lcl_FP565814.1_prot_CBH22962.1_41_[gene=fabD]_[protein=Malonyl_CoA_acyl_carrier_protein_transacylase]_[protein_id=CBH22962.1]_[location=39188..40210],40,M8lcl_FP565814.1_prot_CBH23465.1_544_[gene=accA]_[protein=Acetyl_coenzyme_A_carboxylase_carboxyl_transferase_subunit_alpha]_[protein_id=CBH23465.1]_[location=664911..666431],543,0.6819969914986826,"['DAY', 'NIGHT', 'BOTH']",DAY,DAY
