M8lcl_FP565814.1_prot_CBH22948.1_27_[gene=coaBC]_[protein=Coenzyme_A_biosynthesis_bifunctional_protein_coaBC]_[protein_id=CBH22948.1]_[location=complement(27312..28553)],6931576,503.442
M8lcl_FP565814.1_prot_CBH22949.1_28_[gene=SRM_00028]_[protein=conserved_hypothetical_protein]_[protein_id=CBH22949.1]_[location=complement(28736..29107)],6931646,130.183
M8lcl_FP565814.1_prot_CBH22950.1_29_[gene=gmk]_[protein=Guanylate_kinase]_[protein_id=CBH22950.1]_[location=complement(29163..29801)],6931575,226.483
M8lcl_FP565814.1_prot_CBH22951.1_30_[gene=SRM_00030]_[protein=Conserved_hypothetical_protein_containing_DUF1735_domain]_[protein_id=CBH22951.1]_[location=complement(29820..30704)],6931574,264.618
M8lcl_FP565814.1_prot_CBH22952.1_31_[gene=frr]_[protein=Ribosome_recycling_factor]_[protein_id=CBH22952.1]_[location=complement(30978..31547)],6931573,235.728
M8lcl_FP565814.1_prot_CBH22953.1_32_[gene=pyrH]_[protein=Uridylate_kinase]_[protein_id=CBH22953.1]_[location=complement(31596..32375)],6931572,351.673
M8lcl_FP565814.1_prot_CBH22954.1_33_[gene=tsf]_[protein=Elongation_factor_Ts]_[protein_id=CBH22954.1]_[location=complement(32560..33390)],6931571,373.244
M8lcl_FP565814.1_prot_CBH22955.1_34_[gene=rpsB]_[protein=30S_ribosomal_protein_S2]_[protein_id=CBH22955.1]_[location=complement(33458..34420)],6931570,345.895
M8lcl_FP565814.1_prot_CBH22956.1_35_[gene=rpsI]_[protein=30S_ribosomal_protein_S9]_[protein_id=CBH22956.1]_[location=complement(34693..35091)],6931569,182.57
M8lcl_FP565814.1_prot_CBH22957.1_36_[gene=rplM]_[protein=50S_ribosomal_protein_L13]_[protein_id=CBH22957.1]_[location=complement(35146..35592)],6931568,207.223
M8lcl_FP565814.1_prot_CBH22958.1_37_[gene=SRM_00037]_[protein=Conserved_hypothetical_protein_containing_DUF177]_[protein_id=CBH22958.1]_[location=35956..36477],6934328,147.902
M8lcl_FP565814.1_prot_CBH22959.1_38_[gene=rpmF]_[protein=Ribosomal_L32p_protein]_[protein_id=CBH22959.1]_[location=36647..36844],6934327,76.6406
M8lcl_FP565814.1_prot_CBH22960.1_39_[gene=plsX]_[protein=Fatty_acid/phospholipid_synthesis_protein_plsX]_[protein_id=CBH22960.1]_[location=37121..38137],6934326,372.474
M8lcl_FP565814.1_prot_CBH22961.1_40_[gene=fabH]_[protein=3_oxoacyl_[acyl_carrier_protein]_synthase_III]_[protein_id=CBH22961.1]_[location=38181..39185],6934325,496.123
M8lcl_FP565814.1_prot_CBH22962.1_41_[gene=fabD]_[protein=Malonyl_CoA_acyl_carrier_protein_transacylase]_[protein_id=CBH22962.1]_[location=39188..40210],6934324,328.176
"M8lcl_FP565814.1_prot_CBH22963.1_42_[gene=SRM_00042]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH22963.1]_[location=40272..41117]",6933532,30.4166
M8lcl_FP565814.1_prot_CBH22964.1_43_[gene=fabG]_[protein=3_oxoacyl_[acyl_carrier_protein]_reductase]_[protein_id=CBH22964.1]_[location=41301..42050],6934323,343.584
M8lcl_FP565814.1_prot_CBH22965.1_44_[gene=deaD]_[protein=Cold_shock_DEAD_box_protein_A]_[protein_id=CBH22965.1]_[location=42267..43703],6934322,531.176
M8lcl_FP565814.1_prot_CBH22966.1_45_[gene=SRM_00045]_[protein=Hypothetical_protein]_[protein_id=CBH22966.1]_[location=complement(43808..44197)],6931712,50.8322
"M8lcl_FP565814.1_prot_CBH22968.1_46_[gene=SRM_00047]_[protein=Conserved_hypothetical_protein_containing_DoxD_domain,_membrane]_[protein_id=CBH22968.1]_[location=complement(44745..45203)]",6932966,98.5969
M8lcl_FP565814.1_prot_CBH22967.1_47_[gene=SRM_00046]_[protein=Hypothetical_protein]_[protein_id=CBH22967.1]_[location=45202..45939],6933284,28.4906
"M8lcl_FP565814.1_prot_CBH22969.1_48_[gene=SRM_00048]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH22969.1]_[location=complement(45980..46231)]",6932101,25.409
M8lcl_FP565814.1_prot_CBH22970.1_49_[gene=pepB]_[protein=aminopeptidase]_[protein_id=CBH22970.1]_[location=46355..47587],6931699,31.187
M8lcl_FP565814.1_prot_CBH22971.1_50_[gene=SRM_00050]_[protein=Conserved_hypothetical_protein_containing_PKD_domain]_[protein_id=CBH22971.1]_[location=47827..49350],6931864,124.02
M8lcl_FP565814.1_prot_CBH22972.1_51_[gene=rpmH]_[protein=Ribosomal_protein_L34]_[protein_id=CBH22972.1]_[location=49833..50057],6934287,72.4034
M8lcl_FP565814.1_prot_CBH22973.1_52_[gene=SRM_00052]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH22973.1]_[location=50064..50510],6934286,98.5969
M8lcl_FP565814.1_prot_CBH22974.1_53_[gene=oxaA]_[protein=Inner_membrane_protein_oxaA]_[protein_id=CBH22974.1]_[location=50689..52653],6934285,570.466
M8lcl_FP565814.1_prot_CBH22975.1_54_[gene=trmE]_[protein=tRNA_modification_GTPase_trmE]_[protein_id=CBH22975.1]_[location=52718..54103],6934284,541.576
M8lcl_FP565814.1_prot_CBH22976.1_55_[gene=SRM_00055]_[protein=Acyl_ACP_thioesterase]_[protein_id=CBH22976.1]_[location=54294..55040],6933570,150.984
"M8lcl_FP565814.1_prot_CBH22977.1_56_[gene=SRM_00056]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH22977.1]_[location=55080..55937]",6933566,40.0466
M8lcl_FP565814.1_prot_CBH22978.1_57_[gene=SRM_00057]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH22978.1]_[location=56135..56626],6932731,27.7202
M8lcl_FP565814.1_prot_CBH22979.1_58_[gene=SRM_00058]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH22979.1]_[location=56884..57363],6933279,28.4906
M8lcl_FP565814.1_prot_CBH22980.1_59_[gene=gidA]_[protein=tRNA_uridine_5_carboxymethylaminomethyl_modification_enzyme_gidA]_[protein_id=CBH22980.1]_[location=57874..59868],6934281,879.782
M8lcl_FP565814.1_prot_CBH22981.1_60_[gene=gidB]_[protein=Methyltransferase_gidB]_[protein_id=CBH22981.1]_[location=59943..60590],6934280,217.624
"M8lcl_FP565814.1_prot_CBH22982.1_61_[gene=SRM_00061]_[protein=conserved_hypothetical_protein,_secreted]_[protein_id=CBH22982.1]_[location=60659..61519]",6932750,41.9726
M8lcl_FP565814.1_prot_CBH22983.1_62_[gene=mfd]_[protein=Transcription_repair_coupling_factor]_[protein_id=CBH22983.1]_[location=complement(61753..65649)],6934278,1337.78
M8lcl_FP565814.1_prot_CBH22984.1_63_[gene=SRM_00063]_[protein=Hypothetical_protein]_[protein_id=CBH22984.1]_[location=66023..66487],6933354,26.5646
M8lcl_FP565814.1_prot_CBH22985.1_64_[gene=SRM_00064]_[protein=Conserved_hypothetical_protein_containing_function_DUF103]_[protein_id=CBH22985.1]_[location=66484..66843],6933332,28.4906
M8lcl_FP565814.1_prot_CBH22986.1_65_[gene=SRM_00065]_[protein=glucokinase_regulatory_protein]_[protein_id=CBH22986.1]_[location=complement(66855..67781)],6934277,428.328
"M8lcl_FP565814.1_prot_CBH22987.1_66_[gene=SRM_00066]_[protein=Conserved_hypothetical_protein_containing_TPR_repeat,_secreted]_[protein_id=CBH22987.1]_[location=complement(67848..70664)]",6934276,330.102
M8lcl_FP565814.1_prot_CBH22988.1_67_[gene=SRM_00067]_[protein=Hypothetical_protein]_[protein_id=CBH22988.1]_[location=70772..70918],6934125,23.0978
M8lcl_FP565814.1_prot_CBH22989.1_68_[gene=recF]_[protein=DNA_replication_and_repair_protein_recF]_[protein_id=CBH22989.1]_[location=71724..72962],6934274,384.8
M8lcl_FP565814.1_prot_CBH22990.1_69_[gene=SRM_00069]_[protein=conserved_hypothetical_protein_containing_peptidase_domain]_[protein_id=CBH22990.1]_[location=73002..74564],6934273,504.212
M8lcl_FP565814.1_prot_CBH22991.1_70_[gene=maoC]_[protein=putative_phosphate_acetyltransferase/enoyl_CoA_hydratase_fusion_protein]_[protein_id=CBH22991.1]_[location=complement(74662..75108)],6934272,194.126
M8lcl_FP565814.1_prot_CBH22992.1_71_[gene=SRM_00071]_[protein=similar_to_exporters_of_the_RND_superfamily]_[protein_id=CBH22992.1]_[location=75359..77908],6934263,931.398
M8lcl_FP565814.1_prot_CBH22993.1_72_[gene=int]_[protein=phage_integrase]_[protein_id=CBH22993.1]_[location=complement(77999..78628)],6932870,32.3426
M8lcl_FP565814.1_prot_CBH22994.1_73_[gene=int]_[protein=phage_related_integrase]_[protein_id=CBH22994.1]_[location=complement(78744..78959)],6933853,24.6386
M8lcl_FP565814.1_prot_CBH22995.1_74_[gene=SRM_00074]_[protein=hypothetical_protein]_[protein_id=CBH22995.1]_[location=79779..80132],6931808,23.8682
"M8lcl_FP565814.1_prot_CBH22996.1_75_[gene=SRM_00075]_[protein=PilT_protein,_N_terminal]_[protein_id=CBH22996.1]_[location=80398..80790]",6932262,25.0238
M8lcl_FP565814.1_prot_CBH22997.1_76_[gene=SRM_00076]_[protein=abortive_phage_resistance_protein]_[protein_id=CBH22997.1]_[location=81268..82014],6934019,27.7202
M8lcl_FP565814.1_prot_CBH22998.1_77_[gene=SRM_00077]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH22998.1]_[location=82204..82449],6932223,23.483
M8lcl_FP565814.1_prot_CBH22999.1_78_[gene=SRM_00078]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH22999.1]_[location=82477..82797],6933588,25.409
M8lcl_FP565814.1_prot_CBH23000.1_79_[gene=glgP]_[protein=Glycogen_phosphorylase]_[protein_id=CBH23000.1]_[location=complement(82956..85088)],6933348,865.529
"M8lcl_FP565814.1_prot_CBH23001.1_80_[gene=SRM_00080]_[protein=two_component_system_sensor_histidine_kinase/response_regulator,_hybrid]_[protein_id=CBH23001.1]_[location=85148..87556]",6932143,100.908
"M8lcl_FP565814.1_prot_CBH23002.1_81_[gene=SRM_00081]_[protein=conserved_hypothetical_protein,_secreted]_[protein_id=CBH23002.1]_[location=complement(87566..88510)]",6932180,27.7202
M8lcl_FP565814.1_prot_CBH23003.1_82_[gene=merA]_[protein=Mercuric_reductase]_[protein_id=CBH23003.1]_[location=complement(88548..89981)],6932931,232.261
M8lcl_FP565814.1_prot_CBH23004.1_83_[gene=zwf]_[protein=Glucose_6_phosphate_dehydrogenase]_[protein_id=CBH23004.1]_[location=complement(90032..91546)],6933831,375.17
"M8lcl_FP565814.1_prot_CBH23005.1_84_[gene=gnd]_[protein=6_phosphogluconate_dehydrogenase,_decarboxylating]_[protein_id=CBH23005.1]_[location=complement(91622..92533)]",6933833,320.857
M8lcl_FP565814.1_prot_CBH23006.1_85_[gene=tal]_[protein=Putative_Transaldolase_Phosphoglucose_isomerase]_[protein_id=CBH23006.1]_[location=complement(92673..95435)],6931596,90.1225
M8lcl_FP565814.1_prot_CBH23008.1_86_[gene=SRM_00087]_[protein=Hypothetical_protein]_[protein_id=CBH23008.1]_[location=complement(95550..95750)],6932503,28.4906
M8lcl_FP565814.1_prot_CBH23007.1_87_[gene=SRM_00086]_[protein=Hypothetical_protein]_[protein_id=CBH23007.1]_[location=95710..96054],6931611,25.7942
"M8lcl_FP565814.1_prot_CBH23009.1_88_[gene=SRM_00088]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23009.1]_[location=96517..97149]",6931806,28.4906
"M8lcl_FP565814.1_prot_CBH23010.1_89_[gene=SRM_00089]_[protein=transcriptional_regulator,_TetR_family]_[protein_id=CBH23010.1]_[location=97368..97997]",6933249,46.595
M8lcl_FP565814.1_prot_CBH23011.1_90_[gene=SRM_00090]_[protein=Outer_membrane_efflux_protein]_[protein_id=CBH23011.1]_[location=97930..100605],6931629,69.707
"M8lcl_FP565814.1_prot_CBH23012.1_91_[gene=SRM_00091]_[protein=efflux_transporter,_RND_family,_MFP_subunit]_[protein_id=CBH23012.1]_[location=100451..101755]",6932431,105.531
"M8lcl_FP565814.1_prot_CBH23013.1_92_[gene=acrB]_[protein=putative_AcrB,_Cation/multidrug_efflux_pump]_[protein_id=CBH23013.1]_[location=101815..104865]",6932450,259.996
M8lcl_FP565814.1_prot_CBH23014.1_93_[gene=SRM_00093]_[protein=sensor/response_regulator_hybrid]_[protein_id=CBH23014.1]_[location=105332..107470],6932560,218.009
M8lcl_FP565814.1_prot_CBH23015.1_94_[gene=SRM_00094]_[protein=HTR_like_protein]_[protein_id=CBH23015.1]_[location=complement(107529..109484)],6932991,71.2478
M8lcl_FP565814.1_prot_CBH23016.1_95_[gene=SRM_00095]_[protein=Pyridine_nucleotide_disulphide_oxidoreductase_domain_protein]_[protein_id=CBH23016.1]_[location=complement(109727..112246)],6934025,88.5817
M8lcl_FP565814.1_prot_CBH23017.1_96_[gene=SRM_00096]_[protein=signal_transducing_histidine_kinase]_[protein_id=CBH23017.1]_[location=complement(112339..114048)],6933043,46.2098
"M8lcl_FP565814.1_prot_CBH23018.1_97_[gene=SRM_00097]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23018.1]_[location=114367..115563]",6933254,26.9498
"M8lcl_FP565814.1_prot_CBH23019.1_98_[gene=SRM_00098]_[protein=Conserved_hypothetical_protein,_membrane_or_secreted]_[protein_id=CBH23019.1]_[location=115618..116760]",6934267,28.1054
"M8lcl_FP565814.1_prot_CBH23020.1_99_[gene=SRM_00099]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23020.1]_[location=116757..117647]",6932940,28.1054
M8lcl_FP565814.1_prot_CBH23021.1_100_[gene=ppc]_[protein=Phosphoenolpyruvate_carboxylase]_[protein_id=CBH23021.1]_[location=117889..120675],6933201,974.926
M8lcl_FP565814.1_prot_CBH23022.1_101_[gene=SRM_00101]_[protein=sensory_transduction_histidine_kinase]_[protein_id=CBH23022.1]_[location=complement(121373..124693)],6931745,250.751
M8lcl_FP565814.1_prot_CBH23023.1_102_[gene=SRM_00102]_[protein=Hypothetical_protein]_[protein_id=CBH23023.1]_[location=complement(124791..125036)],6932781,23.0978
"M8lcl_FP565814.1_prot_CBH23024.1_103_[gene=SRM_00103]_[protein=Conserved_hypothetical_protein,_probable_TolB_periplasmic_receptor]_[protein_id=CBH23024.1]_[location=125269..126288]",6931809,47.3654
M8lcl_FP565814.1_prot_CBH23025.1_104_[gene=lemA]_[protein=LemA_protein]_[protein_id=CBH23025.1]_[location=126530..127138],6933359,260.766
"M8lcl_FP565814.1_prot_CBH23026.1_105_[gene=SRM_00105]_[protein=Conserved_hypothetical_protein,_membrane,_containing_DUF477]_[protein_id=CBH23026.1]_[location=127198..128025]",6933358,154.836
M8lcl_FP565814.1_prot_CBH23027.1_106_[gene=SRM_00106]_[protein=Conserved_hypothetical_protein_containing_TPR_repeat]_[protein_id=CBH23027.1]_[location=128043..128495],6933357,123.635
M8lcl_FP565814.1_prot_CBH23028.1_107_[gene=rlpA]_[protein=Rare_lipoprotein_A]_[protein_id=CBH23028.1]_[location=128511..129587],6931775,75.0998
"M8lcl_FP565814.1_prot_CBH23029.1_108_[gene=SRM_00108]_[protein=Conserved_hypothetical_protein,_membrane,_containing_CAAX_amino_terminal_protease_domain]_[protein_id=CBH23029.1]_[location=129676..130497]",6933950,30.0314
M8lcl_FP565814.1_prot_CBH23030.1_109_[gene=htpX]_[protein=Probable_protease_htpX_homolog]_[protein_id=CBH23030.1]_[location=130683..131513],6933356,336.265
M8lcl_FP565814.1_prot_CBH23031.1_110_[gene=sco1]_[protein=Protein_sco1]_[protein_id=CBH23031.1]_[location=131518..132408],6932716,236.113
"M8lcl_FP565814.1_prot_CBH23032.1_111_[gene=SRM_00111]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH23032.1]_[location=132545..133153]",6933074,34.2686
M8lcl_FP565814.1_prot_CBH23033.1_112_[gene=zntA]_[protein=Cadmium_exporting_ATPase]_[protein_id=CBH23033.1]_[location=133178..135655],6932078,433.335
"M8lcl_FP565814.1_prot_CBH23034.1_113_[gene=SRM_00113]_[protein=two_component_system_sensor_histidine_kinase/response_regulator,_hybrid_('one_co]_[protein_id=CBH23034.1]_[location=135873..140051]",6933243,358.221
M8lcl_FP565814.1_prot_CBH23035.1_114_[gene=SRM_00114]_[protein=Conserved_hypothetical_protein_containing_helix_turn_helix_motif]_[protein_id=CBH23035.1]_[location=140427..141191],6934126,50.0618
M8lcl_FP565814.1_prot_CBH23036.1_115_[gene=nlpC]_[protein=Probable_lipoprotein_nlpC_homolog_[Precursor]]_[protein_id=CBH23036.1]_[location=141410..142378],6932663,135.961
"M8lcl_FP565814.1_prot_CBH23037.1_116_[gene=SRM_00116]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23037.1]_[location=142393..143118]",6931806,120.939
M8lcl_FP565814.1_prot_CBH23038.1_117_[gene=SRM_00117]_[protein=Hypothetical_protein]_[protein_id=CBH23038.1]_[location=complement(143137..143901)],6932902,28.8758
"M8lcl_FP565814.1_prot_CBH23039.1_118_[gene=SRM_00118]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23039.1]_[location=143916..144416]",6932487,93.2041
M8lcl_FP565814.1_prot_CBH23040.1_119_[gene=bor]_[protein=probable_Bor_lipoprotein_[Precursor]]_[protein_id=CBH23040.1]_[location=144984..145445],6933486,88.9669
"M8lcl_FP565814.1_prot_CBH23041.1_120_[gene=SRM_00120]_[protein=Hypothetical_protein,_secreted]_[protein_id=CBH23041.1]_[location=145574..146026]",6932641,23.8682
"M8lcl_FP565814.1_prot_CBH23042.1_121_[gene=SRM_00121]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23042.1]_[location=146033..152641]",6932979,114.775
M8lcl_FP565814.1_prot_CBH23043.1_122_[gene=SRM_00122]_[protein=cellulase]_[protein_id=CBH23043.1]_[location=152801..153511],6932552,52.7582
"M8lcl_FP565814.1_prot_CBH23044.1_123_[gene=SRM_00123]_[protein=Hypothetical_protein,_secreted]_[protein_id=CBH23044.1]_[location=153709..154170]",6932628,25.409
"M8lcl_FP565814.1_prot_CBH23045.1_124_[gene=SRM_00124]_[protein=Hypothetical_protein,_secreted]_[protein_id=CBH23045.1]_[location=154235..155065]",6933094,28.1054
M8lcl_FP565814.1_prot_CBH23046.1_125_[gene=SRM_00125]_[protein=conserved_hypothetical_protein_containing_SCP_like_domain]_[protein_id=CBH23046.1]_[location=155218..156693],6932483,30.0314
"M8lcl_FP565814.1_prot_CBH23047.1_126_[gene=arsR]_[protein=Bacterial_regulatory_protein,_ArsR]_[protein_id=CBH23047.1]_[location=156840..157217]",6933994,60.8474
M8lcl_FP565814.1_prot_CBH23048.1_127_[gene=hyuB]_[protein=N_methylhydantoinase_(ATP_hydrolyzing)]_[protein_id=CBH23048.1]_[location=complement(157265..158962)],6932608,534.258
M8lcl_FP565814.1_prot_CBH23049.1_128_[gene=SRM_00128]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23049.1]_[location=complement(159146..159430)],6932065,27.335
M8lcl_FP565814.1_prot_CBH23050.1_129_[gene=SRM_00129]_[protein=conserved_hypothetical_protein_containing_VCBS_domain]_[protein_id=CBH23050.1]_[location=159765..162554],6932694,96.6709
"M8lcl_FP565814.1_prot_CBH23051.1_130_[gene=SRM_00130]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23051.1]_[location=163521..163802]",6931987,23.8682
"M8lcl_FP565814.1_prot_CBH23052.1_131_[gene=SRM_00131]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23052.1]_[location=163771..164085]",6933423,25.409
M8lcl_FP565814.1_prot_CBH23053.1_132_[gene=gcdH]_[protein=Glutaryl_CoA_dehydrogenase]_[protein_id=CBH23053.1]_[location=complement(164060..165403)],6932977,227.254
M8lcl_FP565814.1_prot_CBH23054.1_133_[gene=cirA]_[protein=ferrienterobactin_like_protein_containing_TonB_receptor]_[protein_id=CBH23054.1]_[location=165824..168418],6933721,90.8929
M8lcl_FP565814.1_prot_CBH23055.1_134_[gene=SRM_00134]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23055.1]_[location=169572..170222],6933197,25.0238
M8lcl_FP565814.1_prot_CBH23056.1_135_[gene=SRM_00135]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23056.1]_[location=complement(170868..171740)],6932693,26.1794
M8lcl_FP565814.1_prot_CBH23057.1_136_[gene=SRM_00136]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23057.1]_[location=172175..173002],6933300,26.1794
"M8lcl_FP565814.1_prot_CBH23058.1_137_[gene=SRM_00137]_[protein=Conserved_hypothetical_protein_containing_DUF1334,_membrane]_[protein_id=CBH23058.1]_[location=173174..173647]",6932687,28.4906
M8lcl_FP565814.1_prot_CBH23059.1_138_[gene=SRM_00138]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23059.1]_[location=175917..176132],6933536,25.409
"M8lcl_FP565814.1_prot_CBH23060.1_139_[gene=SRM_00139]_[protein=Conserved_hypothetical_protein,_secreted_or_membrane]_[protein_id=CBH23060.1]_[location=176380..177234]",6932958,149.443
"M8lcl_FP565814.1_prot_CBH23061.1_140_[gene=SRM_00140]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH23061.1]_[location=177274..178041]",6933965,28.8758
M8lcl_FP565814.1_prot_CBH23062.1_141_[gene=SRM_00141]_[protein=Hypothetical_protein]_[protein_id=CBH23062.1]_[location=178060..178152],6934252,20.7866
M8lcl_FP565814.1_prot_CBH23063.1_142_[gene=SRM_00142]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23063.1]_[location=complement(178267..178407)],6933602,24.6386
M8lcl_FP565814.1_prot_CBH23064.1_143_[gene=SRM_00143]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23064.1]_[location=complement(178639..178788)],6933205,23.483
"M8lcl_FP565814.1_prot_CBH23065.1_144_[gene=SRM_00144]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH23065.1]_[location=complement(178885..180078)]",6931702,28.8758
M8lcl_FP565814.1_prot_CBH23066.1_145_[gene=SRM_00145]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23066.1]_[location=complement(180177..180341)],6932948,25.7942
"M8lcl_FP565814.1_prot_CBH23067.1_146_[gene=SRM_00146]_[protein=Hypothetical_protein,_secreted]_[protein_id=CBH23067.1]_[location=complement(180528..180833)]",6934075,23.0978
M8lcl_FP565814.1_prot_CBH23068.1_147_[gene=SRM_00147]_[protein=Retinal_pigment_epithelial_membrane_protein]_[protein_id=CBH23068.1]_[location=180943..182586],6932116,30.4166
M8lcl_FP565814.1_prot_CBH23069.1_148_[gene=SRM_00148]_[protein=hypothetical_protein]_[protein_id=CBH23069.1]_[location=182614..183465],6933601,93.5893
